,lemma_review,nltk_sentiment,sentiment
400,"['returned', 'amazing', 'holiday', 'felt', 'compelled', 'write', 'review', 'flight', 'generally', 'torment', 'nervous', 'flyer', 'however', 'occasion', 'absolute', 'delight', 'inward', 'outward', 'journey', 'impressed', 'professionalism', 'friendliness', 'kindness', 'cabin', 'crew', 'economy', 'treated', 'respect', 'service', 'would', 'expect', 'first', 'class', 'cabin', 'particular', 'thanks', 'must', 'go', 'amir', 'absolute', 'joy', 'credit', 'british', 'airway', 'can', 'not', 'wait', 'fly', 'huge', 'thank', 'much']",1,Positive
401,"['plane', 'clean', 'air', 'quality', 'good', 'timing', 'perfect', 'seated', '15', 'begin', 'difficulty', 'using', 'button', 'get', 'leg', 'rest', 'well', 'push', 'back', 'seat', 'requested', 'cup', 'tea', 'drink', 'service', 'started', 'told', 'tea', 'would', 'served', 'dinner', 'press', 'loght', 'twice', 'indicate', 'need', 'nothing', 'happened', 'dinner', 'tea', 'service', 'get', 'go', 'galley', 'ask', 'cup', 'tea', 'hand', 'soap', 'washroom', 'however', 'way', 'london', 'toronto', 'experience', 'good', 'one', 'however', 'return', 'flight']",1,Positive
402,"['service', 'excellent', 'cabin', 'staff', 'attentive', 'efficient', 'food', 'drink', 'good', 'seat', 'new', 'suite', 'extremely', 'comfortable', 'additional', 'privacy', 'really', 'nice', 'overall', 'enjoyable', 'flight']",1,Positive
403,"['booked', 'paid', 'thought', 'business', 'class', 'seat', 'flight', 'athens', 'got', 'premium', 'economy', 'seat', 'first', 'nine', 'row', 'business', 'class', 'seat', 'row', '10', '16', 'premium', 'economy', 'cabin', 'added', 'business', 'class', 'section', 'le', 'comfortable', 'seat', 'fully', 'recline', 'unlike', 'seat', 'row', '1', '9', 'row', '11', 'case', 'snobby', 'simply', 'point', 'principle', 'clear', 'case', 'ba', 'mi', 'selling', 'known', 'prior', 'would', 'paying', 'business', 'class', 'price', 'seat', 'le', 'comfortable', 'business', 'class', 'passenger', 'flight', 'booked', 'complained', 'board', 'along', 'several', 'passenger', 'also', 'resented', 'scammed', 'way', 'also', 'made', 'formal', 'complaint', 'ba', 'fobbed', 'apparently', 'long', 'running', 'scam', 'know', 'get', 'away']",-1,Negative
404,"['terrible', 'customer', 'service', 'booked', 'flight', 'covid', 'go', 'still', 'go', 'border', 'still', 'closed', 'given', 'option', 'told', 'take', 'voucher', 'job', 'plan', 'travel', 'refuse', 'give', 'money', 'back', 'although', 'booked', 'flight', 'cayman', 'still', 'able', 'go', 'can', 'not', 'provide', 'service', 'paid', 'refuse', 'refund', 'sympathetic', 'understanding', 'voucher', 'valid', 'another', 'two', 'year', 'wonder', 'many', 'flight', 'go', 'wonder', 'many', 'regulation', 'good', 'customer', 'feel', 'deserve', 'better']",1,Positive
405,"['first', 'flight', 'pandemic', 'understandable', 'difficulty', 'facing', 'airline', 'check', 'longer', 'normal', 'due', 'vaccine', 'check', 'passenger', 'locator', 'form', 'etc', 'return', 'flight', 'total', 'mess', 'two', 'counter', 'open', 'economy', 'one', 'business', 'argument', 'regarding', 'vaccine', 'check', 'two', 'ba', 'staff', 'contradicting', 'took', 'hour', 'ten', 'minute', 'check', 'resulting', 'flight', 'delay', 'board', 'expecting', 'great', 'service', 'seating', 'extremely', 'uncomfortable', '29', 'inch', 'pitch', '17', 'inch', 'wide', 'seat', 'bearable', 'hour', 'half', 'flight', 'board', 'service', 'packet', 'crisp', 'small', 'bottle', 'water', 'another', 'eye', 'contact', 'handed', 'however', 'pleased', 'disembarking', 'passenger', 'let', 'group', 'despite', 'idiot', 'decided', 'stand', 'get', 'hand', 'luggage', 'aircraft', 'still', 'taxing', 'gate', 'cabin', 'crew', 'manage', 'force', 'back', 'seat', 'close', 'locker']",0,Neutral
406,"['lca', 'lhr', 'club', 'europe', 'quick', 'check', 'lca', 'speedy', 'passport', 'control', 'security', 'aspire', 'lounge', 'clean', 'spacious', 'reasonable', 'buffet', 'food', 'drink', 'boarding', 'group', 'pushback', 'time', 'ce', 'stretched', 'back', 'full', '15', 'row', 'single', 'toilet', 'struggled', 'drink', 'meal', 'service', 'efficient', 'despite', 'many', 'row', 'vegetarian', 'option', 'usual', 'pasta', 'splodge', 'reminiscent', 'economy', 'yore', 'onboard', 'fi', 'adequate', 'rather', 'slow', 'charged', 'business', 'class', 'arrival', 'ahead', 'schedule', 'disembarking', 'en', 'masse', 'gate', 'surprisingly', 'quickly', 'overall', 'flight', 'typical', 'post', 'covid', 'standard', 'short', 'haul', 'business', 'class']",1,Positive
407,"['booked', 'flight', 'heathrow', 'friday', '27th', 'august', '2021', 'fly', 'manchester', 'airport', 'arrival', 'heathrow', 'check', 'british', 'airway', 'staff', 'informed', 'booked', 'flight', 'seat', 'name', 'mistake', 'offered', 'pay', 'fee', 'get', 'second', 'seat', 'changed', 'sister', 'name', 'british', 'airway', 'refused', 'u', 'board', 'sent', 'u', 'home', 'however', 'staff', 'member', 'spoke', 'desk', 'promised', 'email', 'u', 'flight', 'voucher', 'would', 'get', 'shortly', 'could', 'fly', 'another', 'time', 'ba', 'since', 'offer', 'refund', 'never', 'received', 'flight', 'voucher', 'chased', 'numerous', 'time', 'phone', 'ba', 'staff', 'said', 'error', 'flight', 'voucher', 'would', 'sent', 'record', 'staff', 'member', 'spoke', 'promised', 'voucher', 'say', 'show', 'inaccurate', 'sent', 'numerous', 'email', 'ba', 'explaining', 'happened', 'asking', 'form', 'promised', 'voucher', 'response', 'email', 'message', 'one', 'ba', 'staff', 'member', 'phone', 'said', 'track', 'lady', 'spoke', 'heathrow', 'ask', 'remembers', 'ludicrous', 'take', 'name', 'doubt', 'would', 'remember', 'since', 'see', 'hundred', 'ba', 'customer', 'day']",-1,Negative
408,"['flown', 'ba', 'many', 'year', 'never', 'alternative', 'booked', 'paid', 'club', 'class', 'flight', 'receive', 'meal', 'drink', 'onboard', 'crew', 'unorganised', 'delayed', 'ground', '30', 'minute', 'prior', 'departing', 'plenty', 'time', 'prepare', 'flight', 'service', 'delayed', 'air', 'commenced', 'service', 'albeit', 'slowly', 'abandoned', 'closed', 'service', 'altogether', 'crew', 'never', 'even', 'decency', 'speak', 'u', 'apologise', 'person', 'even', 'tannoy', 'complained', 'ba', 'received', 'apology', 'email', 'usual', 'fell', 'short', 'standard', 'generic', 'speech', 'offer', 'partial', 'refund', 'avios', 'compensate', 'lack', 'service']",-1,Negative
409,"['crew', 'denver', 'airport', 'top', 'notch', 'impressed', 'customer', 'service', 'patient', 'courteous', 'thank', 'amazing']",1,Positive
410,"['ordinary', 'ba', 'domestic', 'shuttle', 'flight', 'belfast', 'london', 'heathrow', 'usually', 'uneventful', 'except', 'cabin', 'crew', 'announcement', 'three', 'time', 'advising', 'people', 'complete', 'uk', 'passenger', 'arrival', 'form', 'gov', 'uk', 'website', 'risk', 'prosecution', 'people', 'challenged', 'statement', 'rebuked', 'ba', 'cabin', 'crew', 'adamant', 'requirement', 'regular', 'traveller', 'amongst', 'u', 'knew', 'incorrect', 'advice', 'people', 'anxious', 'departing', 'aircraft', 'crisp', 'snack', 'water', 'offered', 'nice', 'touch', 'sky', 'cafe', 'still', 'sale', 'quite', 'sure', 'given', 'covid', 'protocol', 'uk', 'mainly', 'relaxed', 'ba', 'still', 'far', 'best', 'operator', 'ulster', 'england']",1,Positive
411,"['book', 'six', 'flight', 'ba', 'recently', 'either', 'cancelled', 'significant', 'time', 'change', 'latest', 'flight', 'late', 'heathrow', 'missed', 'connecting', 'flight', 'even', 'though', 'scheduled', 'around', '2', 'hour', 'flight', 'ba', 'staff', 'heathrow', 'rude', 'generally', 'clueless', 'part', 'get', 'u', 'destination', 'within', '24', 'hour', 'scheduled', 'arrival', 'time', 'booked', 'easyjet', 'flight', 'gatwick', 'instead', 'pay', 'get', 'gatwick', 'complaint', 'registered', 'several', 'week', 'ago', 'response', 'far', 'perhaps', 'ba', 'backlog', 'complaint', 'way', 'performing', 'moment', 'embarrassment', 'national', 'flag', 'carrier', 'comfortably', 'performed', 'budget', 'airline', 'appears', 'case', 'moment']",-1,Negative
412,"['service', 'got', 'super', 'inconsistent', 'ba', 'management', 'diverted', 'flight', 'unprofessional', 'lacked', 'shred', 'empathy', 'flight', 'london', 'business', 'class', 'asked', 'mini', 'bottle', 'champagne', 'always', 'treat', 'cabin', 'crew', 'member', 'said', 'give', 'bottle', 'glass', 'however', 'crew', 'member', 'giving', 'bottle', 'passenger', 'row', 'one', 'two', '3', 'asked', 'top', 'staff', 'said', 'finished', 'business', 'cabin', 'case', 'would', 'run', 'crew', 'pick', 'choose', 'one', 'passenger', 'another', 'change', 'service', 'fair', 'got', 'diverted', 'volcano', 'ash', 'impacting', 'tenerife', 'needed', 'refuel', 'gran', 'canaria', '20', 'min', 'tenerife', 'diverted', 'malaga', 'got', 'mail', 'clearly', 'stating', 'meal', 'accommodation', 'crew', 'also', 'said', 'got', 'hotel', 'dinner', 'u', 'room', 'service', 'breakfast', 'eight', 'bus', 'airport', 'also', 'eight', 'could', '7', '50', 'grab', 'something', 'buffet', 'run', 'coach', 'diverted', 'flight', 'got', 'dinner', 'breakfast']",1,Positive
413,"['terrible', 'service', 'club', 'world', 'indifference', 'lackadaisical', 'attitude', 'hardly', 'service', 'everything', 'asked', 'gotten', 'asked', 'cup', 'tea', 'flight', 'say', 'whaa', 'said', 'cup', 'tea', 'said', 'yes', 'asked', 'wanted', 'milk', 'sugar', 'brought', 'lukewarm', 'tea', '2', 'sugar', 'sachet', 'spoon', 'stirrer', 'pushed', 'bell', 'stirrer', 'wait', 'full', '3', 'min', 'someone', 'came', 'eventually', 'spoon', 'drink', 'cold', 'tea', 'seriously', 'ba', 'welcome', 'back', 'people', 'fly']",-1,Negative
414,"['lhr', 'lca', 'gallery', 'lounge', 'chock', 'block', 'first', 'thing', 'wednesday', 'morning', 't5', 'seemed', 'bustling', 'pre', 'pandemic', 'boarding', 'group', 'efficient', 'flight', 'almost', 'full', 'superficially', 'cabin', 'seemed', 'clean', 'although', 'long', 'hair', 'pillow', 'gave', 'game', 'away', 'expanded', 'club', 'europe', 'stretching', 'back', '12', 'row', 'new', 'norm', 'departure', 'time', 'good', 'drink', 'service', 'sequed', 'smoothly', 'lunch', 'post', 'covid', 'lunch', 'remains', 'restricted', 'co', 'must', 'horrified', 'produce', 'miniscule', 'salad', 'worst', 'gnocchi', 'dish', 'ever', 'tasted', 'wi', 'fi', 'access', 'free', 'business', 'class', 'passenger', '4', '99', 'hour', 'intermittent', 'service', 'excessive', 'arrival', 'ahead', 'schedule', 'issue', 'passport', 'control', 'lca']",-1,Negative
415,"['pleasant', 'flight', 'lisbon', 'full', 'flight', 'left', '10min', 'late', 'taken', 'aircraft', 'bus', 'heathrow', 'gate', 'staff', 'allow', 'much', 'hand', 'luggage', 'aircraft', 'however', 'air', 'great', 'service', '3', 'male', 'crew', 'big', 'club', 'class', 'cabin', 'friendly', 'efficient', 'crew', 'even', 'demanding', 'obnoxious', 'passenger', 'late', 'breakfast', 'brunch', 'served', 'tasty', 'contrast', 'iberia', 'crew', 'lisbon', 'madrid', 'london', 'cold', 'unprofessional']",1,Positive
416,"['check', 'staff', 'economy', 'never', 'experienced', 'business', 'passenger', 'strolled', 'economy', 'passenger', 'left', 'standing', '90', 'min', 'plus']",0,Neutral
417,"['refund', 'flight', 'cancelled', '14', 'month', 'ago', 'provided', 'ticket', 'voucher', 'valid', '30', 'april', '2022', 'ticket', 'bought', 'edreams', 'june', '16', '2020', 'flight', 'july', '7', '2020', 'geneva', 'são', 'paulo', 'london', 'british', 'airway', 'round', 'trip', 'lhr', 'gru', 'flight', 'cancelled', 'without', 'explanation', 'contacted', 'edreams', 'ba', 'number', 'time', 'last', '14', 'month', 'refund', '461', 'euro', 'paid']",-1,Negative
418,"['stranded', 'lounge', 'allocated', 'seat', 'flight', 'booked', 'month', 'ago', 'want', 'use', 'forced', 'emirate', 'available', 'advise', 'traveler', 'shun', 'look', 'customer', 'friendly', 'option']",1,Positive
419,"['think', 'british', 'airway', 'need', 'much', 'clearer', 'covid', '19', 'travel', 'flexibility', 'really', 'mean', 'pas', 'common', 'sense', 'test', 'purchased', 'round', 'trip', 'business', 'class', 'ticket', 'new', 'york', 'mykonos', 'london', 'traveled', 'problem', 'day', 'return', 'new', 'york', 'though', 'took', 'covid', '19', 'test', 'learned', 'tested', 'positive', 'tried', 'call', 'airline', 'many', 'usless', 'number', 'provide', 'website', 'recorded', 'message', 'drone', 'one', 'answer', 'phone', 'covid', 'safety', 'simply', 'say', 'therefore', 'answer', 'call', 'try', 'ability', 'leave', 'call', 'back', 'number', 'voicemail', 'etc', 'whatever', 'reason', 'ba', 'website', 'thought', 'bought', 'ticket', 'third', 'party', 'agent', 'bought', 'ba', 'com', 'wouldnt', 'let', 'cancel', 'reschedule', 'flight', 'web', 'site', 'called', 'called', 'coming', 'day', 'could', 'get', 'london', 'athens', 'new', 'york', 'line', 'two', 'day', 'later', '2', 'negative', 'pcr', 'test', 'accurate', 'test', 'learned', 'positive', 'buy', 'new', '5000', 'return', 'flight', 'calling', 'ba', 'usa', 'customer', 'service', 'line', 'nearly', 'month', 'least', 'every', 'day', 'never', 'get', 'finally', 'told', 'fact', 'couldnt', 'get', 'flight', 'covid', 'scare', 'count', 'nothing', 'fact', 'dont', 'enough', 'people', 'answering', 'phone', 'count', 'nothing', 'unable', 'change', 'flight', 'day', 'later', 'web', 'site', 'becuase', 'ticket', 'mi', 'booked', 'offered', 'send', 'greek', 'doctor', 'note', 'saying', 'sick', 'give', 'voucher', 'future', 'flight', 'mykonos', 'new', 'york', 'speechless', 'stupidity', 'whole', 'situation']",1,Positive
420,"['flight', 'boston', 'heathrow', 'arrived', 'time', 'passenger', 'allowed', 'disembark', 'plane', 'kept', 'tarmac', 'one', 'hour', 'half', 'without', 'given', 'sufficient', 'information', 'causing', 'delay', 'delay', 'passenger', 'lost', 'connecting', 'flight', 'tirana', 'offered', 'another', 'connecting', 'flight', '8', 'hour', 'later', 'time', 'arrival', 'booked', 'flight', 'one', 'main', 'reason', 'made', 'choose', 'fact', 'layover', 'little', 'bit', 'hour', 'turning', '8', 'hour', 'layover', 'think', 'unacceptable', 'poor', 'customer', 'service', 'show', 'lack', 'respect', 'client', 'lack', 'commitment', 'company', 'provide', 'customer', 'promised', 'paid', 'disappointed', 'experience']",-1,Negative
421,"['year', 'year', 'british', 'airway', 'ba', 'service', 'route', 'washington', 'london', 'becoming', 'worse', 'one', 'bad', 'experience', 'another', 'route', 'july', '2021', 'british', 'airway', 'ba', 'notified', 'u', 'connection', 'flight', 'nice', 'bumped', '2pm', '6pm', 'spend', 'extra', '4', 'hour', 'airport', 'covid', 'era', 'website', 'email', 'prior', 'day', 'flight', 'kept', 'asking', 'u', 'check', 'uk', 'gov', 'covid', 'rule', 'regulation', 'transit', 'london', 'said', 'covid', 'test', 'necessary', 'could', 'show', 'proof', 'vaccine', 'however', 'upon', 'arrival', 'airport', 'told', 'u', 'needed', 'go', 'basement', 'take', 'covid', 'test', 'show', 'negative', 'result', 'charged', 'u', '250', 'per', 'person', 'rapid', 'covid', 'test', 'outrage', 'totally', 'unnecessary', 'could', 'gotten', 'test', 'done', 'cheaper', 'rate', 'known', 'requirement', 'prior', 'flight', 'food', 'service', 'horrible', 'served', 'food', 'lot', 'cheese', 'requested', 'vegan', 'meal', 'due', 'may', 'dairy', 'allergy', 'ba', 'damaged', 'samsonite', 'luggage', 'told', 'u', 'airport', 'needed', 'report', 'online', 'trying', 'resolve', 'issue', 'since', 'july', 'asking', 'u', 'photo', 'like', '10', 'time', 'still', 'giving', 'u', 'run', 'around']",-1,Negative
422,"['ba', 'used', 'go', 'carrier', 'silver', 'member', 'however', 'service', 'seems', 'gone', 'hugely', 'downhill', 'flight', 'get', 'cancelled', 'best', 'alternative', 'flight', 'offered', 'whilst', 'theory', 'cancel', 'amend', 'booking', 'online', 'app', 'invariably', 'possible', 'can', 'not', 'contact', 'email', 'may', 'find', 'sitting', 'phone', '40', 'plus', 'minute', 'speak', 'someone', 'busy', 'due', 'cancelled', 'flight', 'need', 'employ', 'people', 'answer', 'call', 'email', 'promptly', 'stunned', 'recent', 'cancellation', 'catania', 'flight', 'two', 'week', 'due', 'travel']",0,Negative
423,"['entertainment', 'system', 'working', 'badly', 'screen', 'freezing', 'every', 'time', 'wanted', 'open', 'flight', 'map', 'though', 'aircraft', '8', 'year', 'window', 'blind', 'worked', 'delay', 'crew', 'informed', 'passenger', 'would', 'headphone', 'provided', 'supposed', 'short', 'haul', 'flight', 'flying', 'aeroflot', 's7', 'airline', 'expected', 'receive', 'excellent', 'ba', 'service', 'got', 'pack', 'crisp', 'tiny', 'bottle', 'water', 'think', 'unacceptable', 'non', 'low', 'cost', 'carrier', 'offer', 'service', 'like', 'get', 'hot', 'meal', 'board', 'rare', 'loved', 'comfortable', 'seat', 'life', 'tend', 'problem', 'sleeping', 'board', 'time', 'even', 'noticed', 'falling', 'asleep', 'right', 'takeoff']",0,Positive
424,"['flew', 'british', 'airway', 'cheapest', 'fare', 'hand', 'baggage', 'fare', 'economy', 'class', 'despite', 'cheapest', 'fare', 'actually', 'carry', 'two', 'piece', 'cabin', 'luggage', 'weighing', '23kg', 'value', 'money', 'incredible', 'ground', 'staff', 'london', 'heathrow', 'polite', 'helpful', 'plane', 'clean', 'cabin', 'crew', 'smiley', 'polite', 'short', 'haul', 'flight', 'given', 'free', 'packet', 'crisp', 'bottle', 'water', 'wifi', 'onboard', 'paid', '11', '99', 'full', 'flight', 'access', 'package', 'great', 'fast', 'enough', 'stream', 'movie', 'netflix', 'considering', 'low', 'cost', 'carrier', 'premium', 'carrier', 'like', 'ba', 'pay', 'extra', 'fly', 'premium', 'carrier', 'generous', 'cabin', 'luggage', 'allowance', 'free', 'snack', 'board', 'may', 'end', 'cheaper', 'nobody', 'clap', 'plane', 'land']",1,Positive
425,"['efficient', 'evening', 'bag', 'drop', 'security', 'quick', 'gallery', 'north', 'lounge', 'good', 'food', 'drink', 'fine', 'plane', 'left', 'time', 'pre', 'ordered', 'door', 'ok', 'early', 'arrival', 'fortunately', 'bag', 'given', 'priority', 'tag', 'came', 'early']",1,Positive
426,"['1', 'year', '11', 'month', 'baby', 'girl', 'flew', 'business', 'class', 'moscow', 'domodedovo', 'london', 'heathrow', '11', 'august', 'landed', 'heathrow', 'baby', 'sleeping', 'asked', 'steward', 'stroller', 'said', 'going', 'wait', 'corridor', 'entrance', 'terminal', 'building', 'grabbed', 'sleeping', 'baby', 'nearly', '15', 'kg', 'luggage', 'bag', 'another', '15', 'kg', 'walked', 'away', 'went', 'entered', 'building', 'met', 'one', 'pram', 'pram', 'left', 'somewhere', 'corridor', 'one', 'ask', 'flow', 'passenger', 'behind', 'front', 'top', 'landed', 'terminal', '5', 'travel', 'train', 'arrival', 'terminal', 'passport', 'control', 'procedure', 'still', 'holding', 'baby', 'heavy', 'bag', 'shoulder', 'met', 'one', 'ask', 'help', 'first', 'british', 'airway', 'representative', 'met', 'passport', 'control', 'explained', 'situation', 'said', 'go', 'downstairs', 'pram', 'suitcase', 'assistance', 'help', 'wait', 'another', 'hour', 'luggage', 'pram', 'absolutely', 'frustrated', 'upset', 'disappointed', 'see', 'british', 'airway', 'care', 'mother', 'kid']",-1,Negative
427,"['flight', 'heathrow', 't5', 'passenger', 'piled', 'bus', 'left', '30', 'min', 'terminal', 'unhappy', 'passenger', 'confronted', 'ba', 'transport', 'manager', 'response', 'sorry', 'still', 'learning', 'arrival', 'aircraft', 'gentleman', 'came', 'wheelchair', 'help', 'luggage', 'helped', 'shame', 'since', 'lounge', 'service', 'good', 'flight', 'munich', 'ba', 'signed', 'open', 'lounge', 'munich', 'look', 'like', 'systemic', 'failing', 'rather', 'one', 'event']",-1,Negative
428,"['ba', 'encourage', 'download', 'verifly', 'speed', 'check', 'absolutely', 'rubbish', 'desk', 'staff', 'seem', 'want', 'want', 'see', 'actual', 'form', 'test', 'etc', 'wasted', '40', 'minute', 'pointless', 'return', 'flight', 'access', 'club', 'lounge', 'pay', 'extra', 'part', 'business', 'class', 'ticket', 'price', 'made', 'available', 'last', '2', 'flight', 'available', 'nce', 'part', 'covid', 'experience', 'board', 'staff', 'good', 'although', 'one', 'joke', 'another', 'welcome', 'ryanair', 'board', 'food', 'good', 'short', 'haul', 'flight']",1,Positive
429,"['cancelled', 'flight', 'booked', 'three', 'month', 'ago', 'operational', 'problem', 'time', 'price', 'roof', 'british', 'airway', 'could', 'give', 'alternative', 'refund', 'voucher']",-1,Negative
430,"['flying', 'ba', 'year', 'never', 'issue', 'recently', 'arrange', 'surgery', 'budapest', 'naturally', 'wanted', 'fly', 'ba', 'booked', 'flight', 'bhd', 'bud', 'via', 'lhr', 'online', 'site', 'booked', 'informed', 'hospital', 'confirmed', 'appointment', 'next', 'day', 'received', 'email', 'ba', 'telling', 'cancelled', 'flight', 'bud', 'worry', 'moved', 'earlier', 'much', 'earlier', 'flight', 'day', 'problem', 'earlier', 'flight', 'departed', 'around', 'two', 'hour', 'flight', 'bhd', 'arrived', 'would', 'thought', 'would', 'flashed', 'system', 'issue', 'seemingly', 'interlude', 'get', 'hungary', 'covid', 'one', 'need', 'valid', 'reason', 'medical', 'treatment', 'one', 'fill', 'confusing', 'form', 'hungarian', 'police', 'website', 'confusing', 'mix', 'hungarian', 'pidgin', 'english', 'anyway', 'form', 'filled', 'flight', 'number', 'etc', 'emailed', 'authority', 'exemption', 'granted', 'took', 'earlier', 'flight', 'meant', 'fly', 'london', 'previous', 'evening', 'stay', 'overnight', 'hotel', 'operation', 'booked', 'hotel', 'booked', 'airport', 'transfer', 'booked', 'immigration', 'paper', 'amended', 'sent', 'admiration', 'granted', 'flight', 'booked', 'could', 'go', 'wrong', 'around', 'three', 'week', 'due', 'travel', 'ba', 'rather', 'unsportingly', 'decided', 'cancel', 'flight', 'bud', 'needle', 'say', 'furious', 'complained', 'ba', 'customer', 'service', 'given', 'stock', 'excuse', 'covid', 'disrupting', 'air', 'travel', 'great', 'excuse', 'looked', 'bud', 'arrival', 'info', 'ryanair', 'flying', 'daily', 'least', 'preceding', 'several', 'month', 'ba', 'covid', 'excuse', 'rang', 'somewhat', 'hollow', 'epilogue', 'got', 'refunded', 'money', 'flight', 'booked', 'ba', 'although', 'refused', 'refund', 'bhd', 'lhr', 'flight', 'know', 'also', 'lost', 'money', 'spent', 'hotel', 'half', 'money', 'spent', 'booking', 'airport', 'transfer', 'given', 'cavalier', 'attitude', 'ba', 'seem', 'booking', 'indifference', 'ruining', 'week', 'preparation', 'part', 'fact', 'lost', 'inconsiderable', 'sum', 'money', 'decided', 'avoid', 'ba']",-1,Negative
431,"['check', 'well', 'organised', 'lounge', 'cancun', 'efficient', 'boarding', 'process', 'given', 'water', 'bottle', 'take', 'welcome', 'drink', 'covid', 'rule', 'relaxed', 'need', 'change', 'menu', 'good', 'food', 'acceptable', 'staff', 'experienced', 'well', 'organised', 'gave', 'slick', 'board', 'experience', 'managed', 'sleep', 'hour', 'first', 'time', 'tagged', 'luggage', 'quickly', 'may', 'reflect', 'fact', 'flight', 'one', 'gatwick', 'time']",1,Positive
432,"['departure', 'lgw', 'north', 'aspire', 'lounge', 'bag', 'fine', 'lounge', 'basic', 'time', 'departure', 'cabin', 'crew', 'welcoming', 'given', 'menu', 'water', 'amenity', 'pack', 'look', 'like', 'white', 'company', 'bedding', 'option', 'removed', 'lunch', 'fine', 'good', 'pre', 'meal', 'drink', 'service', 'complete', 'return', 'old', 'day', 'getting', 'flight', 'generally', 'good', 'early', 'touch', 'club', 'world', 'luggage', 'last', 'meant', 'wait', '75', 'minute', 'luggage']",1,Positive
433,"['booked', 'flight', 'six', 'month', 'travel', 'month', 'flight', 'ba', 'cancelled', 'flight', 'giving', 'option', 'rebook', 'another', 'day', 'bearing', 'mind', 'people', 'work', 'school', 'ideal', 'top', 'booked', 'parking', 'three', 'week', 'rebooked', 'flight', 'suggested', 'week', 'later', 'ba', 'cancelled', 'rebooked', 'flight', 'told', 'receive', 'refund', 'within', '10', 'working', 'day', 'two', 'week', 'passed', 'called', 'informed', 'give', 'time', 'frame', 'processing', 'refund', 'refund', 'issued', 'yet', 'ba', 'representative', 'refuse', 'give', 'contact', 'detail', 'manager', 'cut', 'phone']",0,Positive
434,"['airline', 'cancelled', 'initial', 'return', 'flight', '2', 'hour', 'layover', 'london', 'option', 'book', 'next', 'flight', '7', '8', 'hour', 'layover', 'board', 'flight', 'toronto', 'understand', 'schedule', 'change', 'best', 'stay', 'positive', 'supportive', 'contacted', 'airline', 'asking', 'upgrade', 'best', 'seat', 'asked', 'access', 'airport', 'lounge', 'prolonged', 'stay', 'airport', 'denied', 'ask', 'explanation', 'empathy', 'ignored', 'subsequent', 'ask', 'provide', 'path', 'escalation', 'change', 'schedule', 'extra', '5', 'hour', 'layover', 'time', 'way', 'chose', 'treat', 'customer', 'anything', 'wrong', 'except', 'trusting', 'commute']",1,Positive
435,"['traveling', 'wife', 'business', 'class', 'seattle', 'bangalore', 'via', 'connecting', 'flight', 'london', 'reserved', 'seat', 'together', 'booking', 'ticket', 'mysteriously', 'changed', 'later', 'got', 'boarding', 'pas', 'assigned', '11h', '5d', 'called', 'several', 'time', 'anything', 'gave', 'u', 'explanation', 'like', 'may', 'one', 'else', 'needed', 'seat', 'seat', 'together', 'available', 'boarded', 'whole', 'plane', 'empty', 'still', 'allow', 'u', 'seat', 'together']",1,Positive
436,"['usually', 'avoid', 'ba', 'appalling', 'customer', 'service', 'sneaky', 'extra', 'charge', 'flight', 'option', 'note', 'ba', 'actually', 'charge', 'seat', 'pre', 'selection', 'biz', 'class', '100', 'uk', 'pound', 'case', 'airline', 'world', 'dare', 'saved', 'money', 'waited', 'checkin', 'choose', 'seat', 'free', 'seat', 'ba', 'universally', 'derided', 'cramped', '6', 'across', 'back', 'front', 'configuration', 'stare', 'face', 'seat', 'mate', 'arm', 'length', 'away', 'airline', 'ever', 'came', 'awkward', 'arrangement', 'wonder', 'preflight', 'drink', 'offered', 'meal', 'time', 'selected', 'one', 'three', 'main', 'offering', 'told', 'available', 'even', 'though', '3', 'people', '16', 'seat', 'biz', 'section', 'seat', 'area', 'practically', 'storage', 'except', 'tiny', 'drawer', 'ankle', 'level', 'inaccessible', 'seat', 'lie', 'flat', 'position', 'bed', 'narrowest', 'experienced', 'biz', 'class', 'also', 'hard', 'cabin', 'cold', 'blanket', 'thin', 'raid', 'blanket', 'two', 'seat', 'stay', 'warm', 'amenity', 'kit', 'smallest', 'ever', 'seen', 'biz', 'class', 'fit', 'palm', 'hand', 'uncomfortable', 'miserly', 'experience', 'hardly', 'worth', '5', '727', 'ba', 'charge', 'route', 'used', 'mile', 'pay', 'ticket', 'course', 'got', 'whacked', 'ba', 'unique', 'notorious', 'fuel', 'surcharge', 'fee', '636', 'using', 'mile']",-1,Negative
437,"['aktion', 'airport', 'recently', 'opened', 'new', 'facility', 'check', 'departure', 'certainly', 'seemed', 'clean', 'efficient', 'although', 'admittedly', 'cope', 'low', 'passenger', 'load', 'present', 'good', 'see', 'check', 'carefully', 'scrutinised', 'lateral', 'flow', 'certificate', 'passenger', 'locator', 'form', 'thanks', '30', 'passenger', 'board', 'half', 'club', 'europe', 'flight', 'took', 'ahead', 'time', 'service', 'little', 'perfunctory', 'food', 'reminiscent', 'economy', 'business', 'class', 'much', 'pre', 'packaging', 'covid', 'effect', 'presumably', 'arrival', 't5', 'also', 'comfortably', 'ahead', 'schedule', 'although', 'dreading', 'many', 'hour', 'queuing', 'border', 'control', 'gate', 'collecting', 'luggage', '20', 'minute', 'landing']",1,Positive
